,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_jeffreestar
13,youtube#playlistItem,NNY7QmSIGWlpkmOx6tygYxqqH0A,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLnpDeWgtaGI2c19j,2022-04-18T19:31:37Z,UCkvK_5omS-42Ovgah8KRKtg,E.L.F. x Dunkin' Donuts Makeup.. Is It Jeffree Star Approved?!,"Hi everybody, how are ya? Welcome BACK to my channel... Today we're reviewing and testing out the brand new E.L.F. x Dunkin Donut's makeup collaboration!!!  💜 SHOP the STAR LOUNGE 'Purple Haze' Collection! ► https://jeffreestar.com/collections/shop-all  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  +FOLLOW STAR YAK RANCH: https://www.staryaks.com + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 WE GOT IN A HORRIBLE CAR ACCIDENT... ► https://bit.ly/3sggAyH  💄 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  Track: Arya & blankfaces - Daydream [NCS Release] Music provided by NoCopyrightSounds Listen: https://www.youtube.com/watch?v=dWEuF1tjdU4 Watch: https://www.youtube.com/watch?v=uZi8_rnqgHg",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,12,youtube#video,zCyh-hb6s_c,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2022-04-18,1665756
14,youtube#playlistItem,WhnH5nTLHassDjQ1mb9LbwHwsz8,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLm9mbkxSazZyc3lz,2022-04-10T17:00:09Z,UCkvK_5omS-42Ovgah8KRKtg,Revealing my PINK PISTOL created by Beretta!,"Hi everybody, how are ya? Welcome BACK to my channel... Today we flew all of the way to Nashville, Tennessee to the Beretta factory to reveal the Jeffree Star Cosmetics x Beretta firearm! It's such a pink dream!!! We also check in at the Star Yak Ranch and it's time to give you all a life update! Thank you for watching.  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  +FOLLOW STAR YAK RANCH: https://www.staryaks.com + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 WE GOT IN A HORRIBLE CAR ACCIDENT... ► https://bit.ly/3sggAyH  💄 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,13,youtube#video,ofnLRk6rsys,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2022-04-10,1186113
15,youtube#playlistItem,ErtjP2GyzwYp98i4UFQbyW846Is,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLlR5WktLQXlTcmRZ,2022-03-19T17:00:06Z,UCkvK_5omS-42Ovgah8KRKtg,Beauty Killer 2 🔪 Collection & Ice Crusher Palette Reveal! | Jeffree Star Cosmetics,WELCOME BACK to my CHANNEL... Category is.. A NEW chapter for Jeffree Star Cosmetics! Today we are unveiling the Beauty Killer 2 Palette & mini Collection! ❤️ We have officially retired the original Beaty Killer palette and it's gone forever! The OG palette launched all the way back in 2016 and now it's time to introduce something new. There is also a new Skin Frost palette called ICE CRUSHER with 6 blinding frosty shades. Watch the video for ALL the details and swatches!  🩸 SHOP the Collection: https://jeffreestarcosmetics.com/collections/eyeshadow-palettes  🔪 Beauty Killer™ 2 Palette – $45   🥶 Ice Crusher Skin Frost™ Pro Palette – $40   Beauty Killer 2 Palette Bundle (includes both palettes) - $70 Beauty Killer 2 Mirror Bundle (Includes both palettes and Onyx Chrome Hand Mirror - $95    Fashion & Accessories Beauty Killer Onyx Chrome Hand Mirror - $30  Beauty Killer Pink Chrome Hand Mirror - $30  Cleaver Necklace - $25  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  +FOLLOW STAR YAK RANCH: https://www.staryaks.com + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 WE GOT IN A HORRIBLE CAR ACCIDENT... ► https://bit.ly/3sggAyH  💄 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  Track: Neoni - Haunted House [NCS Release] Music provided by NoCopyrightSounds Watch: https://www.youtube.com/watch?v=y2ewoCflHhY,jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,14,youtube#video,TyZKKAySrdY,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2022-03-19,1319256
16,youtube#playlistItem,S5Xcb8juIt0HJ8J1h1xxH9pTdrQ,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLk5EM2Z5MEdGQmh3,2022-03-12T18:00:08Z,UCkvK_5omS-42Ovgah8KRKtg,Meet My New Puppy!!! 🐶 Expanding My Family to 8 Dogs!,"HEY EVERYONE.. Welcome BACK to my channel!! Today I'm so excited to introduce you to the newest member for the Star Family!!!! I was ready to expand and felt in my heart we needed one more Pomeranian to add to our home. Welcome number 8, little Drizzle Lynn Star!!! He was born Nov. 3rd 2021 and he's my 3rd Scorpio dog! He's definitely the life of the party here at the Star YaK Ranch and is fitting in perfect! Come meet him and also get some major life updates about me! I've secretly had Drizzle for a few months so after you meet him, you'll see me jet-set off to beautiful Paris, France were I went to attend Virgil's last Louis Vuitton runway show. What a magical experience.  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  +FOLLOW STAR YAK RANCH: https://www.staryaks.com + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 WE GOT IN A HORRIBLE CAR ACCIDENT... ► https://bit.ly/3sggAyH  💄 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  Track: Chenda & Shiah Maisel - Find You There [NCS Release] Music provided by NoCopyrightSounds Watch: https://www.youtube.com/watch?v=zZbT0OaDuJ0  Track: Beave - Talk [NCS Release] Music provided by NoCopyrightSounds Watch: https://www.youtube.com/watch?v=uZi8_rnqgHg",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,15,youtube#video,ND3fy0GFBhw,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2022-03-12,933350
17,youtube#playlistItem,WD5fY78-06qX4QIIPLE-CvFFrog,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmZIay1fR1UzUFpz,2022-02-19T18:00:09Z,UCkvK_5omS-42Ovgah8KRKtg,INTRODUCING... JEFFREE STAR SKIN!!!!! ⭐️,"The wait is finally over... Today I'm revealing Jeffree Star Skin!!!!! This has been in the works for so long and I can't believe I can now share ALL the products that will be apart of the FIRST launch!!!! 💖 These first 7 staple products are what I use in my EVERY day routine to get that 'Jeffree Star"" perfect glowy healthy skin. I've been testing and working on formulas for years and I'm so proud of everything you see in today's video!   💦 SHOP the SKIN CARE LINE: https://jeffreestarcosmetics.com/pages/jeffree-star-skin  - You can shop skincare, makeup and pet products ALL in one checkout.  ⭐️ Here is a list of what's dropping first and YES there are bundle options:  ‘Make Me Melt’ Makeup Removing Balm - $32 Strawberry Water Clarifying Cleanser - $28  Strawberry Water Facial Toner - $28 Magic Star™ Hydrating Moisturizer - $28 Repair & Revive Lip Mask - $16 Magic Star™ Glow Face Mist - $26 Morning Dew Hydrating Eye Cream - $24  CHECK OUT the FULL Product Ingredient List here: https://jeffreestarcosmetics.com/pages/jeffree-star-skin  Skincare Bundle (ALL 7 items) - $155 Everyday Bundle (Cleanser, Toner, Moisturizer) - $71 Self Care Bundle (Face Mist, Lip Mask, Eye Cream) - $56 Night Time Bundle - Melting Balm, Cleanser, Toner, Moisturizer, Lip Mask) -  $112 Hydration Bundle (Moisturizer, Face Mist) - $46 Travel Skincare Bag - $30  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  +FOLLOW STAR YAK RANCH: https://www.staryaks.com + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 WE GOT IN A HORRIBLE CAR ACCIDENT... ► https://bit.ly/3sggAyH  💄 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  Track: Alex Skrindo, Severin & Like Lions - Heart [NCS Release] Music provided by NoCopyrightSounds Watch: https://www.youtube.com/watch?v=Ueg-SUFGb4M",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,16,youtube#video,fHk-_GU3PZs,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2022-02-19,1679794
18,youtube#playlistItem,Ml6p_JEe2zN8qM6PnRgYhkJ3Vis,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLjlRMEl1QW1CQnBB,2022-02-13T18:00:17Z,UCkvK_5omS-42Ovgah8KRKtg,Trying the Oscar Mayer BOLOGNA Face Mask!,"Today we are in Nashville, Tennessee and I figured while I had a few hours of down time in my hotel, I could sit down and finally try the viral Oscar Mayer bologna face mask!!! YES... You heard that right. It sold out in record time and I KNOW we all have a lot of questions about this product so let's dive into it! Does it smell weird?? Does it actually work?? Watch and see what happens...  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  +FOLLOW STAR YAK RANCH: https://www.staryaks.com + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 WE GOT IN A HORRIBLE CAR ACCIDENT... ► https://bit.ly/3sggAyH  💄 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  Track: Alva Gracia - Emotions Like [NCS Release] Music provided by NoCopyrightSounds Watch: https://www.youtube.com/watch?v=yfxTYELfGLg",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,17,youtube#video,9Q0IuAmBBpA,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2022-02-13,892277
19,youtube#playlistItem,_bghwCXk1XODjAVbLPFEyUB66KM,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLk9pRFhabHZqaWkw,2022-02-05T18:00:12Z,UCkvK_5omS-42Ovgah8KRKtg,"Buying Myself a NEW $700,000 McLaren! | Jeffree Star Car Collection Update","Today we're going inside my garage and revealing my 2 brand new cars!!!!! Over a year ago I ordered McLaren's new model, the stunning 765LT. Now you know I had to take this build to the next level... McLaren let me create the custom Pink Magic paint, all the interior leather and even NAME everything!!! This was such a dream come true... And as I was filming this reveal, my 1965 classic Rolls Royce Silver Cloud that I tuned in to get fully transformed, arrived at the same time!!  Here is an update on the Jeffree Star Car Collection. Thank you for watching!  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  +FOLLOW STAR YAK RANCH: https://www.staryaks.com + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 WE GOT IN A HORRIBLE CAR ACCIDENT... ► https://bit.ly/3sggAyH  💄 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  Track: IntoAlter x Too Martian x Peter Piffen - When We Leavin [NCS Release] Music provided by NoCopyrightSounds. Watch: https://www.youtube.com/watch?v=8eZa6Kzl_Hk  Track: M.I.M.E x The LJ - Push The Gas [NCS Release] Music provided by NoCopyrightSounds. Watch: https://www.youtube.com/watch?v=0SZnFt1oAEc",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,18,youtube#video,OiDXZlvjii0,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2022-02-05,1440858
20,youtube#playlistItem,Q861bMcQ3qfImRsjPyK7LzR0k9k,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLkZOd3I4Q0hDS05B,2022-01-28T19:33:04Z,UCkvK_5omS-42Ovgah8KRKtg,E.L.F. Cookies 'N Dreams Makeup.. Is It Jeffree Star Approved?!,"Hi everyone!!!! Welcome BACK to my channel.. Today we're trying the brand new Cookies 'N Dream collection from the brand ELF!! I haven't reviewed anything from this brand in so long and I wasn't sure what to expect... Is this brand still making amazing, affordable products that ACTUALLY work?? Watch and find out what's Jeffree Star Approved™ and what's a flop...  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  +FOLLOW STAR YAK RANCH: https://www.staryaks.com + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,19,youtube#video,FNwr8CHCKNA,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2022-01-28,1934965
21,youtube#playlistItem,SRhPMQIwR8SHAh7g5BA7PMllscU,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmtMZkJBMXNaYU1V,2022-01-21T18:00:08Z,UCkvK_5omS-42Ovgah8KRKtg,Trying The World's MOST Beautiful Makeup... Is It Jeffree Star Approved?!,"Hi everyone!!!! Welcome BACK to my channel.. Today we're embarking on a makeup journey!! The first makeup review of 2022. When I first saw the photos of these makeup products, I didn't think they were real... But today we're trying the world's most beautiful makeup! Does it actually work or is it just pretty to look at?? Watch and find out the REAL truth.  To find the official Florasis makeup, shop here: https://florasis.com/  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  +FOLLOW STAR YAK RANCH: https://www.staryaks.com + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,20,youtube#video,kLfBA1sZaMU,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2022-01-21,3576928
22,youtube#playlistItem,fmzi3f0UKPdsaPrnsR8E6wKV3tM,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLkRzWTVURWdSZGdV,2022-01-16T19:44:42Z,UCkvK_5omS-42Ovgah8KRKtg,The TRUTH About Why I've Been Hiding.. I Almost Gave Up Last Year,"Hi everyone!!!! Welcome BACK to my channel... Happy New Year! For the first video of 2022 I wanted to recap what's been going on in my world. There has been so many ups and downs, it's only fair to share both. I know last year I was very distant from YouTube and I was scared to say so many things. It's time to let those walls down. Love you guys so much and I can't wait for an amazing year full of surprises.   +FOLLOW STAR YAK RANCH: https://www.facebook.com/StarYakRanch https://www.staryaks.com  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,21,youtube#video,DsY5TEgRdgU,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2022-01-16,2776670
23,youtube#playlistItem,vZtq2CX-LJyUy4CA7Bu93f5tyU4,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmZiN3RCRFdmdlRz,2021-11-20T17:00:09Z,UCkvK_5omS-42Ovgah8KRKtg,The Jeffree Star PETS Brand Reveal!!! 🐶,"Hi everyone!!!! Welcome BACK to my channel... Today is SO exciting because the STAR family and I are releasing our very own PET BRAND!!!!! LAUNCHING on BLACK FRIDAY NOV. 26TH... Jeffree Star Pets™ is starting off with ALL dog products! 🐶 And of course, not just for small dogs! This line is for all shapes and sizes! It's only fitting that the very first launch is FULLY a dog moment. 💖 We have custom leashes, food bowls, toys and an array of products! You will be able to shop this brand extension on the newly http://www.jeffreestarpets.com OR jeffreestarcosmetics.com and buy makeup at the same time!  ⭐️ Star Plushie -  Small - $9   Medium - $12   Large -  $13  Ice Cream Plushie - Small - $9  Medium - $12  Large -  $13  Donut Plushie -  Small - $9  Large -  $13  Star Rope Pull Toy -  Small - $13  Large -  $15  Rope Ball Toy -  Medium - $12  Large -  $14  Pink Rubber Lipstick Treat Toy - $18  Pink Rubber Star Toy - $18  Lipstick Plushie  - $13  Pink JSP Collar:  Small - $8  Medium - $10   Large -  $14  Pink JSP Leash:   Small - $14  Medium - $15   Large -  $17  Custom Star Bowl Set w/ Rubber Mat:  Small - $40   Large -  $60 Key Feature(s): Silicone mat and fitted bowls for easy meal time and clean up  Pomeranian Hand Mirrors - $30 - Drama Star - Delicious  Star  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  Track: Mo Falk & OVSKY - Home [NCS Release] Music provided by NoCopyrightSounds. Watch: https://youtu.be/0DXI_ooetEo Free Download / Stream: https://ncs.io/MOHom",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,22,youtube#video,fb7tBDWfvTs,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2021-11-20,1601724
24,youtube#playlistItem,5vW7jLcVOq52t0PoGxUTKBNCsY8,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLl80Y0xjUFBNTldB,2021-11-07T18:00:22Z,UCkvK_5omS-42Ovgah8KRKtg,Top Mexican Makeup Artists Do My Makeup,"Hey everyone, how are ya??? Today I invited over two of my FAVORITE makeup artists and both are from the beautiful country of Mexico! They both get half of my face to create a high fashion makeup look using whatever cosmetics they want, and there are no limits! We have a lot of laughs, get into some amazing deep conversation and I had the best time with them! Thank you Boom and Luis for sharing your talents with everyone!  FOLLOW JUAN BOOMKACK LYNN on IG: https://www.instagram.com/boomkackmua/ FOLLOW LUIS TORRES ON IG: https://www.instagram.com/ltorresbeauty/  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,23,youtube#video,_4cLcPPMNWA,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2021-11-07,1171356
25,youtube#playlistItem,3Kuj_MmTXADqoPEC-8nEjJN8IJk,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLkxub0VhSTZZMmVj,2021-10-30T17:00:12Z,UCkvK_5omS-42Ovgah8KRKtg,My SECRET Black Vault Closet Tour,"Hello everyone, how are ya?? Today we're unveiling my secret closet. Similar to my iconic Pink Vault in my previous pink Calabasas home, but way bigger, this is truly a special closet. I didn't know if my house was going to sell or not before the closet was actually done being built.. I've had so many requests to see inside so... come along for a little journey. In today's episode, we also move the dogs permanently to my Wyoming ranch and they say goodbye to LA.   *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 FINDING OUR MAKEUP AT A CLEARANCE STORE ▷ https://bit.ly/3bDmulT  💜 ADDRESSING MY MENTAL HELP and SELLING MY HOUSE! ▷ https://bit.ly/3GCkJmU  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  Track: Diamond Eyes - Flutter [NCS Release] Music provided by NoCopyrightSounds. Watch: https://youtu.be/lEHM9HZf0IA Free Download / Stream: http://ncs.io/FlutterYO  Track: JJD - A New Adventure (feat. Molly Ann) [NCS10 Release] Music provided by NoCopyrightSounds. Watch: https://youtu.be/ZTwCDpFJEZ4 Free Download / Stream: https://ncs.io/ANewAdventure",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,24,youtube#video,LnoEaI6Y2ec,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2021-10-30,1924565
26,youtube#playlistItem,_zEm2Cfnmb3lyaLBxmFw3mJDL1g,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmdzQTZfeUxPYW9J,2021-10-09T15:00:17Z,UCkvK_5omS-42Ovgah8KRKtg,Recreating My Old MYSPACE Photos 🖤 WEIRDO Collection & Halloween Mystery Box REVEAL!,"WELCOME BACK to my CHANNEL... Category is... Jeffree Star Myspace and high school era recreated!! Celebrating 20 YEARS ago I first discovered makeup! The WEIRDO collection from Jeffree Star Cosmetics is not just a throwback, but a homage to the little Jeffrey Lynn Steininger who was just finding out my obsession and passion for makeup. And not only are we revealing and swatching the Weirdo mini palette and collection, but we also dive into my high school year book for the first time since I graduated... I recreate my old iconic legendary and insane MYSPACE PHOTOS for this campaign!!! 🖤 ANDDDD if that couldn't be enough, I also unveil the JSC HALLOWEEN Mystery Boxes!!!!!! Let's get spooky. These photoshoots and going down memory lane were so amazing and I couldn't be more grateful for this insane journey I've had over the years... LOVE AND LIPSTICK.   🎃 EVERYTHING LAUNCHES ON OCT. 15TH @ 10AM PST!!!!!!! Watch the entire video for swatches, packaging and the FULL spiritual tea!   ❤️ WEIRDO  Mini Palette - 9 shades ($28.00)  🕷 Supreme Gloss - $20 2003 C**t F***ing Freak Beauty Killer In A Dark Place  👻 Velvet Trap - $18 Throwing Up Cereal Top 8 Best Hair Basic HTML Blood of my Enemies Trench Coat  🔪 Fashion & Accessories Razor Blade Purse - $35 Weirdo Mirrors - $30  Weirdo Collection Bundle $220 / $266 value Weirdo Velvet Trap Bundle $90 / $108 value Weirdo Supreme Gloss Bundle $80 /100 Value Weirdo On The Go Bundle $130 / $157 value  Scene Queen and Weirdo Hoodies – $55 each Death Long Sleeve – $40 Black or White Weirdo Trucker Hat – $30 each  🖤 Mystery Boxes Premium (White) - Contains 6 items – $65 /$126 Value Deluxe  (Black)- Contains 10 items – $140 /$266 Value Supreme (Red) - Contains 15 items $ 200 /$412 Value",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,25,youtube#video,gsA6_yLOaoI,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2021-10-09,1605874
27,youtube#playlistItem,3LJg9_Si6kw28kh3OuTTG9OUA40,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmc3eUtlX1dfblJZ,2021-10-02T16:00:34Z,UCkvK_5omS-42Ovgah8KRKtg,Finding Our Makeup at a CLEARANCE STORE!,"Hey everyone... Today it's time to address the elephant in the room... The Jeffree Star Cosmetics x Shane Dawson makeup collab has hit the Nordstrom RACK!!! How, why and when did this happen??? I go on the hunt for our products all around LA and actually find some. Let's investigate this and I also get Shane's reaction about it all. We have some bigger videos coming soon and Shane is visiting Wyoming this winter... Finally!!! Thank you for watching and listening, I appreciate it always!  *SHOP: http://www.jeffreestarcosmetics.com  + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics  +FOLLOW ME ON IG: http://instagram.com/jeffreestar  + SNAPCHAT: jeffreestar  + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💉 WATCH ME GET BOTOX BEFORE THE LOCKDOWN ▷ https://bit.ly/2wHzUw9  💜 Swatching EVERY Liquid Lipstick I’ve EVER Made ▷ https://www.youtube.com/watch?v=RfcY3J6CjgQ&t=2055s  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,26,youtube#video,g7yKe_W_nRY,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2021-10-02,3015908
