,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_jeffreestar
130,youtube#playlistItem,oLuqJReteMVEB1Ewa6dJE41dIcQ,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmYtb0IxbFdWR0NJ,2018-09-14T18:00:25Z,UCkvK_5omS-42Ovgah8KRKtg,"TESTING $1,500 OF NEW MAKEUP AT THE VERSACE MANSION","HEY EVERYONE... Welcome BACK to my channel! In today's video I'm doing a full face first impressions trying out new makeup from Sephora and Ulta! This week I was in Australia and stayed at the VERSACE hotel on stunning Gold Coast! Let's see which products are Jeffree Star Approved and which ones flopped!  WANT MORE?? ⚠️ WATCH NATHAN DO MY MAKEUP!!! ▷ https://bit.ly/2N2wbjX   THERE WAS A GIVEAWAY IN THIS VIDEO! IT IS NOW OVER! The SEPHORA gift card winners are: @jazzydxo @mochi_summer & @getsemani_diaz THE GRAND PRIZE WINNER: @Djessee1980  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🍔 WATCH my TACOBELL MUKBANG feat. Trisha Paytas ▷ https://bit.ly/2w7amYf  🎀 WATCH ME READY MEAN HATE COMMENTS IN ASMR ▷ https://bit.ly/2HUDcwr  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE  ► http://bit.ly/2DhuKVL  💄 RED HOT BLOOD SUGAR MAKEUP TUTORIAL  ► http://bit.ly/2BzPHth  MUSIC: ► Fareoh ► ""Under Water” - https://www.youtube.com/watch?v=xzyRoshFFaA  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,129,youtube#video,f-oB1lWVGCI,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-09-14,7295947
131,youtube#playlistItem,gBpTXntvTtoGLo_o6H_Nucl5wW0,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLlduT1kwLTE4Q3NB,2018-09-09T19:59:32Z,UCkvK_5omS-42Ovgah8KRKtg,BABY DADDY TRIES TO FOLLOW MY MAKEUP TUTORIAL,HEY EVERYONE... Welcome BACK to my channel! Today... Nathan is taking over and doing his first ever solo video! He is going to attempt to follow a Jeffree Star makeup tutorial! Should everyone in the beauty community retire after this? Watch and see how he does!  WANT MORE?? ⚠️ WATCH NATHAN DO MY MAKEUP!!! ▷ https://bit.ly/2N2wbjX  ✅ FOLLOW NATHAN ON INSTAGRAM: https://www.instagram.com/datschwandt/  ❄ SHOP THE NEW LIQUID FROST™ HIGHLIGHTERS: https://bit.ly/2ML38Ah  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  MAKEUP PRODUCTS USED: Sisley - Double Tenseur Primer La Mer - The Soft Fluid Foundation - https://seph.me/2QfsTYr Tarte - Shape Tape Concealer La Mer - The Powder ColourPop - No Filter pressed powder LORAC - Contour Pro Palette MAC Cosmetics - 'Painterly' Paint Pot Jeffree Star Cosmetics - Blood Sugar & Beauty Killer™ palettes - https://bit.ly/2JNL2fC Benefit Cosmetics - RollerLash Mascara  Gucci - 'Soft Peach' Blush Jeffree Star Cosmetics - 24 Karat Skin Frost™ Pro Palette - https://bit.ly/2uK3fo1 Pat McGrath Labs - Skin Fetish shade 'Fine Gold 003' Jeffree Star Cosmetics - 'Chrysanthemum' Velour Liquid Lipstick - https://bit.ly/29dat6T Urban Decay - All Nighter setting spray - https://seph.me/2nFWyNr  MY JACKET BY: Gucci NATE'S T-SHIRT BY: Taco Bell  WATCH MORE VIDEOS...................❤️  💄 I DO MY BOYFRIEND’S BROTHER’S MAKEUP ▷ https://bit.ly/2mnKD8O  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 DOING OUR MAKEUP IN A HOT AIR BALLOON ft. JAMES CHARLES ▷ https://bit.ly/2LIfEka  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE ► http://bit.ly/2DhuKVL  MUSIC: ► 3rd Prototype ► ”Feels So Good” - https://www.youtube.com/watch?v=KhSyOp2YrWI (courtesy of NoCopyrightSounds),jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,130,youtube#video,WnOY0-18CsA,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-09-09,12145903
132,youtube#playlistItem,r_yOponRGUxW2Xy4y6stbRGJ4dM,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLm52NUloRVpfSndV,2018-09-07T19:31:18Z,UCkvK_5omS-42Ovgah8KRKtg,$15.00 NYX FOUNDATION VS. $195 CAVIER FOUNDATION,"HEY EVERYONE... Welcome BACK to my channel! Today we are doing another episode of FOUNDATION BATTLES! I'm testing out the $15.00 NYX Can't Stop, Won't Stop foundation VS. the $195.00 luxury La Prairie Skin Caviar Essence-In-Foundation. After doing a first impressions, I wear test it for over 10 hours and vlog throughout the day.. Which formula reigned supreme??? Which one is Jeffree Star Approved?? Watch and find out!   💦 SHOP THE NEW LIQUID FROST™ HIGHLIGHTERS: https://bit.ly/2ML38Ah  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💄 I DO MY BOYFRIEND’S BROTHER’S MAKEUP ▷ https://bit.ly/2mnKD8O  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 DOING OUR MAKEUP IN A HOT AIR BALLOON ft. JAMES CHARLES ▷ https://bit.ly/2LIfEka  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE ► http://bit.ly/2DhuKVL  MUSIC: ► Retro Vision ► ”Hope” - https://www.youtube.com/watch?v=IIwiM777OzQ (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,131,youtube#video,nv5IhEZ_JwU,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-09-07,11723682
133,youtube#playlistItem,xFPKDu--EZGyLFCi_3hr70s8K-I,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLlAxV3NnLS15Rl9Z,2018-09-02T18:01:03Z,UCkvK_5omS-42Ovgah8KRKtg,STARTING OVER... SHOULD I MAKE NEW FRIENDS?,"HEY EVERYONE... Welcome BACK to my channel! Today I have the amazing and talented makeup artist Mmmmitchell here all the way from Manchester, UK! I've been in love with his work for months now and can't believe he came over and painted me! As he transforms me, we dive into the tea of the beauty community, drama and what's next for me when it comes to making new friends... Sound off below! What do you guys think of everything?? HE SLAYED MY FACE!!!!!!  💄FOLLOW MMMMITCHELL - https://www.instagram.com/mmmmitchell/ FOLLOW MITCH'S SNAPCHAT: mitchhallz  💦 SHOP THE NEW LIQUID FROST™ HIGHLIGHTERS: https://bit.ly/2ML38Ah  MAKEUP PRODUCTS USED: P.Louise Base - Base Shade 2 and 0 Jeffree Star Cosmetics - Blood Sugar & Thirsty palette's - https://bit.ly/2JNL2fC BPerfect x Stacey Marie Carnival Palette PAT MCGRATH LABS - Sublime Skin Highlighting Trio Jeffree Star Cosmetics - I'm Royalty liquid lip used as liner - https://bit.ly/2wyZGiU Sisley - Double Tenseur Primer YSL - All Hours Foundation Barry M. - All Night Long Concealer Beauty Bakerie - Flour Setting Powder - https://bit.ly/2eT6mQ1 GIVENCHY - Healthy Glow & Body Bronzing Powder Jeffree Star Cosmetics - 'Frozen Peach' Liquid Frost - https://bit.ly/2ML38Ah Benefit - Roller Lash Mascara Tatti Lashes - 'TLMitchell' - https://bit.ly/2uqVhg0 Jeffree Star Cosmetics - Prom Night & (818) Velour Liquid Lipstick - https://bit.ly/29dat6T  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💄 I DO MY BOYFRIEND’S BROTHER’S MAKEUP ▷ https://bit.ly/2mnKD8O  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 DOING OUR MAKEUP IN A HOT AIR BALLOON ft. JAMES CHARLES ▷ https://bit.ly/2LIfEka  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE ► http://bit.ly/2DhuKVL",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,132,youtube#video,P1Wsg--yF_Y,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-09-02,5648289
134,youtube#playlistItem,yKP_1r_1mbfbtanf8I5z1rfsN4c,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLkg2Y0ZwYm4wRE5J,2018-08-31T18:02:41Z,UCkvK_5omS-42Ovgah8KRKtg,MY SECRET SURGERY.,Today I'm revealing a medical secret that has haunted me for most of my life. We go inside the operating room and I share something I never thought I would be talking about. Don't ever feel embarrassed for what you can't control. Embrace your flaws.  WANT MORE?? ⚠️ WATCH MY HAIR TRANSPLANT SURGERY ▷ https://bit.ly/2LJhpsE  MAKEUP SLAYED BY: MMMMITCHELL - https://www.instagram.com/mmmmitchell/ LIPSTICK WORN: Prom Night & (818) Velour Liquid Lipstick - https://bit.ly/29dat6T JACKET BY: Balmain  ❄ SHOP THE NEW LIQUID FROST™ HIGHLIGHTERS: https://bit.ly/2ML38Ah  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💄 I DO MY BOYFRIEND’S BROTHER’S MAKEUP ▷ https://bit.ly/2mnKD8O  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 DOING OUR MAKEUP IN A HOT AIR BALLOON ft. JAMES CHARLES ▷ https://bit.ly/2LIfEka  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE ► http://bit.ly/2DhuKVL,jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,133,youtube#video,H6cFpbn0DNI,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-08-31,12106788
135,youtube#playlistItem,8pIPj4PprtGK14Sfen2ZikKrgQM,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLjNxa0pwMUJMYmt3,2018-08-24T18:24:29Z,UCkvK_5omS-42Ovgah8KRKtg,MY BOYFRIEND DOES MY MAKEUP... OMG,"HEY EVERYONE... Welcome BACK to my channel! Today Nathan decided he wanted to sit down and attempt to do my makeup! The first time he tried was over 2 years ago and he said he wanted to actually try now that he has a lot of makeup knowledge from being so close to my brand and company! Do you think he did an amazing job or flopped?? We also talk about life, getting a new baby and personal thoughts on change and growth. We can’t wait to show you what’s next for the Star Family!  ❄ SHOP THE NEW LIQUID FROST™ HIGHLIGHTERS: https://bit.ly/2ML38Ah  ✅ FOLLOW NATHAN ON INSTAGRAM: https://www.instagram.com/datschwandt/ ✅ Want the best car wrap in LA?? Check out Sticker City 👌🏼 https://stickercity.com  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  Jacket by: Balmain Nathan’s CAN’T RELATE shirt: https://bit.ly/2ML38Ah  WATCH MORE VIDEOS...................❤️  💄 I DO MY BOYFRIEND’S BROTHER’S MAKEUP ▷ https://bit.ly/2mnKD8O  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 DOING OUR MAKEUP IN A HOT AIR BALLOON ft. JAMES CHARLES ▷ https://bit.ly/2LIfEka  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE ► http://bit.ly/2DhuKVL  MUSIC: ► Sekai ► ”Running” - (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,134,youtube#video,3qkJp1BLbkw,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-08-24,9550517
136,youtube#playlistItem,kBYm8VdCUG8qbZBMQmjFH7k1-qU,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmowcGpIWmRkUVcw,2018-08-19T18:00:29Z,UCkvK_5omS-42Ovgah8KRKtg,REVEALING MY LAST DARK SECRETS...,"HEY EVERYONE... Welcome BACK to my channel! Today I wanted to sit down and just talk to you guys. It's been 2 weeks since The Secret Life of Jeffree Star has been out in the world and I wanted to address questions you guys had, and expand on a few topics... I also wanted to reveal a few dark secrets that I wasn't ready to tell Shane or talk about until now... My whole life I've had a very hard time opening up to anyone... Thank you for listening.  💄 SHOP ALL NEW JEFFREE STAR COSMETICS ACCESSORIES: https://bit.ly/2KaoUIa  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💄 WATCH ME DO SHANE DAWSON'S MAKEUP ▷ https://bit.ly/2sX2IvS  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 WATCH GARRETT WATTS DO MY MAKEUP ▷ https://bit.ly/2M7Jx9j  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE  ► http://bit.ly/2DhuKVL",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,135,youtube#video,j0pjHZddQW0,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-08-19,9274107
137,youtube#playlistItem,zYL4gwPO2M6UrXIUPiHZm9bgBy4,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLnVXVkVZSWNCMWxN,2018-08-03T17:02:13Z,UCkvK_5omS-42Ovgah8KRKtg,DOING MY MAKEUP WHILE WATER RAFTING,"HEY EVERYONE... Welcome BACK to my channel! Today I'm taking my GET READY series to a while other level!!! After the hot air balloon I thought.. it's time to come back got earth! I'm going to do my FULL FACE of makeup on a moving raft... on the iconic Yellowstone River in Montana! Can I survive the sun, wind and wild animals??? Watch and find out!  FOLLOW NATHAN ON INSTAGRAM: https://www.instagram.com/datschwandt/ 🍊 SHOP THE THIRSTY PALETTE & SUMMER COLLECTION: http://bit.ly/2t2rSJk  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💄 WATCH ME DO SHANE DAWSON'S MAKEUP ▷ https://bit.ly/2sX2IvS  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 WATCH GARRETT WATTS DO MY MAKEUP ▷ https://bit.ly/2M7Jx9j  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE  ► http://bit.ly/2DhuKVL  MUSIC: ► Kozah ► ”HaHa” - https://www.youtube.com/watch?v=vVblNX7YSdU (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,136,youtube#video,uWVEYIcB1lM,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-08-03,3738089
138,youtube#playlistItem,I91jZAnJlDOTiBfzJXfby3g8FDE,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmVHZXotUmdtVUlN,2018-07-31T18:02:26Z,UCkvK_5omS-42Ovgah8KRKtg,FULL FACE FIRST IMPRESSIONS IN THE WOODS 🌲 *Dangerous!*,"HEY EVERYONE... Welcome BACK to my channel! In today's video I'm all the way in Big Sky, Montana where I went to visit one of my best friends and also film some amazing adventures! I brought over $1,000 in new Sephora makeup with me so I wanted to do a full face first impressions! But I'm tired of the studio so... I decided to make my own studio in the middle of the woods and see what all the makeup looks like in natural lighting! Watch my journey of how I even got in the woods and then sound off below on what products you liked the best!   WANT MORE?? ⚠️ WATCH ME WEAR WALMART FOR A DAY ft. SHANE DAWSON ▷ https://bit.ly/2mYdsGD  🍊 SHOP THE THIRSTY PALETTE & SUMMER COLLECTION: http://bit.ly/2t2rSJk  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💄 WATCH ME DO SHANE DAWSON'S MAKEUP ▷ https://bit.ly/2sX2IvS  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 WATCH GARRETT WATTS DO MY MAKEUP ▷ https://bit.ly/2M7Jx9j  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE  ► http://bit.ly/2DhuKVL  MUSIC: ► Jim Yosph & Alex Skrindo ► ”Ruby” - https://www.youtube.com/watch?v=Np-Y8ClGgRk (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,137,youtube#video,eGez-RgmUIM,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-07-31,3975850
139,youtube#playlistItem,icF8WYA1-OaOaiKIZFDdsf2OfcA,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmlYSHVNaml1ZzlN,2018-07-27T18:02:14Z,UCkvK_5omS-42Ovgah8KRKtg,DOING OUR MAKEUP IN A HOT AIR BALLOON ft. JAMES CHARLES,"HEY EVERYONE... Welcome BACK to my channel! 🎈Today we are taking 'doing our makeup' to another level! I've done my makeup on Tesla autopilot, in the back of Rolls Royce's, in private jets... But I've always dreamed of doing makeup in the open air but still HIGH UP! Sister James Charles joins me as we do our full faces 3,000 feet up in a hot air balloon!  Subscribe to Sister James channel: https://bit.ly/2rlpDyU WANT MORE?? ⚠️ WATCH JAMES DO MY MAKEUP ▷ https://bit.ly/2KbufiT  🍊 SHOP THE THIRSTY PALETTE & SUMMER COLLECTION: http://bit.ly/2t2rSJk  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💄 WATCH ME DO SHANE DAWSON'S MAKEUP ▷ https://bit.ly/2sX2IvS  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 WATCH GARRETT WATTS DO MY MAKEUP ▷ https://bit.ly/2M7Jx9j  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE  ► http://bit.ly/2DhuKVL  MUSIC: ► Diviners ► ”Falling (feat. Harley Bird)” - https://www.youtube.com/watch?v=qJF0yxhdGiI (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,138,youtube#video,iXHuMjiug9M,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-07-27,8021774
140,youtube#playlistItem,wbsq81Au7iCOO1An4Q4Qph0nAt4,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmd1dXgzY1lZSWtv,2018-07-24T17:50:07Z,UCkvK_5omS-42Ovgah8KRKtg,WEARING WALMART FOR A DAY with SHANE DAWSON,"WATCH ""THE SECRET LIFE OF JEFFREE STAR"" - https://bit.ly/2AygJ9c  HEY EVERYONE... Welcome BACK to my channel!!! Today we reveal my Walmart makeover that Shane Dawson gave me and things get crazy... How do we feel about my final look?? Walmart may have kicked out Shane but thank god they let us check out! We also have dinner at Olive Garden and then go surprise Nate with my outfit! yOuR sTiLl On tHE pRoPErTy!!  WATCH PART ONE 🔥 SHANE DAWSON CONTROLS MY LIFE FOR A DAY ▷ https://bit.ly/2v077Oq  SUBSCRIBE TO SHANE - https://www.youtube.com/user/shane SUBSCRIBE TO RYLAND - https://www.youtube.com/user/ryanadams7  🍊 SHOP THE THIRSTY PALETTE & SUMMER COLLECTION: http://bit.ly/2t2rSJk  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💄 WATCH ME DO SHANE DAWSON'S MAKEUP ▷ https://bit.ly/2sX2IvS  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 WATCH GARRETT WATTS DO MY MAKEUP ▷ https://bit.ly/2M7Jx9j  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE  ► http://bit.ly/2DhuKVL  MUSIC: ► Jim Yosef & Alex Skrindo ► ”Ruby” - https://www.youtube.com/watch?v=qJF0yxhdGiI (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,139,youtube#video,guux3cYYIko,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-07-24,24540363
141,youtube#playlistItem,cWc0gN1hMlsh46E5VZ3n3VPYUBQ,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLlA3UFk1WHNqbU5n,2018-07-22T17:36:54Z,UCkvK_5omS-42Ovgah8KRKtg,SHADE RANGE WHO?? THE TRUTH ABOUT THE BEAUTY BLENDER FOUNDATION,"HEY EVERYONE... Welcome BACK to another foundation review. Today I'm testing out the much talked about Beauty Blender Bounce foundation... When the first image of this foundation range hit the internet, it caused quit a stir. I dive into the drama and spend 12 hours in the Houston, Texas heat and humidity trying this product out.. guest appearance from my boo RICH LUX, I also stopped at the Houston Galleria mall and asked Sephora employees what they thought of my skin... the tea is HOT and this video was a journey. Let me know your thoughts in the comment section and THANK YOU for watching my unfiltered thoughts.  SHOP the BEAUTY BAKERIE setting powder - https://bit.ly/2eT6mQ1 SUBSCRIBE TO RICH LUX - https://www.youtube.com/user/LUXURY713 Shout out to everyone at the SEPHORA & FENDI Houston Galleria locations for the hospitality!  WANT MORE?? 🔥 WATCH ME DO A FULL FACE USING BRANDS THAT HATE ME ▷ https://bit.ly/2O6GgJi  🍊 SHOP THE THIRSTY PALETTE & SUMMER COLLECTION: http://bit.ly/2t2rSJk  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  BATH ROBE BY: Ugg BOOTS BY: Fendi OUFIT AT MALL: Fendi / Balenciaga   WATCH MORE VIDEOS...................❤️  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 WATCH GARRETT WATTS DO MY MAKEUP ▷ https://bit.ly/2M7Jx9j  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE  ► http://bit.ly/2DhuKVL  💄 RED HOT BLOOD SUGAR MAKEUP TUTORIAL  ► http://bit.ly/2BzPHth  MUSIC: ► Jim Yosef & Alex Skrindo ► ”Ruby” - https://www.youtube.com/watch?v=qJF0yxhdGiI (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,140,youtube#video,P7PY5XsjmNg,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-07-22,11680986
142,youtube#playlistItem,j2woS1DKgtMlMfVXeeyS4XGWd80,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLkVQbVpvbHNjejJN,2018-07-20T18:03:24Z,UCkvK_5omS-42Ovgah8KRKtg,Shane Dawson Controls My Life For A Day,"HEY EVERYONE... Welcome BACK to my channel!! In today's video Shane Dawson and Ryland come over for something I never knew could happen... I let Shane control my life for a day and he takes me to Walmart for a MAKEOVER... Yes, you're reading that correctly. LOT happens in this video, Shane almost gets arrested and they kicked him and my camera guy Christian, out of Walmart! Watch PART ONE and see what happens.....  SUBSCRIBE TO SHANE - https://www.youtube.com/user/shane SUBSCRIBE TO RYLAND - https://www.youtube.com/user/ryanadams7  WANT MORE?? 💄 WATCH ME DO SHANE DAWSON'S MAKEUP ▷ https://bit.ly/2sX2IvS  🍊 SHOP THE THIRSTY PALETTE & SUMMER COLLECTION: http://bit.ly/2t2rSJk  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔥 WATCH ME READING MY BOYFRIEND’S DM’S IN ASMR ▷ https://bit.ly/2KunzBg  🎀 WATCH GARRETT WATTS DO MY MAKEUP ▷ https://bit.ly/2M7Jx9j  🔮 GUCCI MADE ME PINK CUSTOM LUGGAGE  ► http://bit.ly/2DhuKVL  💄 RED HOT BLOOD SUGAR MAKEUP TUTORIAL  ► http://bit.ly/2BzPHth  MUSIC: ► Tim Peeters - NIVIRO ► ”So Funky” - https://www.youtube.com/watch?v=jOQXQ0TrXXo (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,141,youtube#video,EPmZolscz2M,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2018-07-20,34343703
